Offset,Time
0.000265,20:25:24
-0.000315,20:25:25
-0.000321,20:25:26
0.000527,20:25:28
0.000594,20:25:29
0.000542,20:25:30
-0.000054,20:25:31
0.000311,20:25:32
0.000699,20:25:33
0.000640,20:25:34
-0.000007,20:25:35
0.000481,20:25:36
0.000693,20:25:38
0.000461,20:25:39
0.000160,20:25:40
0.000778,20:25:41
0.000553,20:25:42
0.000953,20:25:43
-0.000293,20:25:44
-0.000731,20:25:45
0.000058,20:25:46
-0.000414,20:25:48
0.000061,20:25:49
0.000044,20:25:50
0.000254,20:25:51
0.000145,20:25:52
-0.000158,20:25:53
-0.000042,20:25:54
0.000525,20:25:55
0.000037,20:25:56
0.000360,20:25:58
-0.000322,20:25:59
0.000474,20:26:00
0.000416,20:26:01
-0.000111,20:26:02
0.000522,20:26:03
0.000156,20:26:04
-0.000138,20:26:05
0.000266,20:26:06
0.000697,20:26:08
0.000392,20:26:09
0.000094,20:26:10
0.000522,20:26:11
0.000916,20:26:12
0.000096,20:26:13
0.000857,20:26:14
0.000313,20:26:15
-0.000537,20:26:16
0.000168,20:26:17
-0.000753,20:26:19
-0.000470,20:26:20
0.000047,20:26:21
-0.000300,20:26:22
-0.000506,20:26:23
0.000409,20:26:24
0.000237,20:26:25
0.000310,20:26:26
-0.000174,20:26:27
0.000179,20:26:29
-0.000351,20:26:30
0.000328,20:26:31
0.000606,20:26:32
-0.000022,20:26:33
-0.000076,20:26:34
-0.000046,20:26:35
0.000467,20:26:36
0.000775,20:26:37
0.000413,20:26:39
0.000749,20:26:40
0.000800,20:26:41
0.000332,20:26:42
-0.000057,20:26:43
0.000780,20:26:44
0.000073,20:26:45
0.000429,20:26:46
0.000524,20:26:47
-0.000268,20:26:49
0.000155,20:26:50
-0.000041,20:26:51
-0.000228,20:26:52
0.000211,20:26:53
-0.000242,20:26:54
-0.000368,20:26:55
0.000122,20:26:56
0.000178,20:26:57
0.000442,20:26:59
0.000254,20:27:00
0.000307,20:27:01
0.000415,20:27:02
0.000479,20:27:03
-0.000054,20:27:04
0.000450,20:27:05
-0.000023,20:27:06
-0.000114,20:27:07
0.000255,20:27:09
0.000732,20:27:10
0.000023,20:27:11
0.000437,20:27:12
0.000890,20:27:13
0.000225,20:27:14
0.000388,20:27:15
0.000876,20:27:16
0.000108,20:27:17
0.000473,20:27:18
0.000659,20:27:20
0.000379,20:27:21
0.000032,20:27:22
-0.000312,20:27:23
-0.000480,20:27:24
-0.000568,20:27:25
-0.000358,20:27:26
0.000054,20:27:27
0.000134,20:27:28
-0.000078,20:27:30
-0.000405,20:27:31
0.000296,20:27:32
0.000036,20:27:33
-0.000273,20:27:34
0.000134,20:27:35
0.000174,20:27:36
-0.000318,20:27:37
-0.000302,20:27:38
0.000601,20:27:40
-0.000036,20:27:41
0.000623,20:27:42
0.000761,20:27:43
0.000131,20:27:44
0.000418,20:27:45
0.000197,20:27:46
0.000129,20:27:47
0.000221,20:27:48
0.000926,20:27:50
0.000854,20:27:51
0.000738,20:27:52
0.000910,20:27:53
-0.000555,20:27:54
0.000068,20:27:55
0.000158,20:27:56
-0.000690,20:27:57
0.000071,20:27:58
-0.000128,20:28:00
0.000375,20:28:01
0.000131,20:28:02
-0.000283,20:28:03
0.000445,20:28:04
-0.000469,20:28:05
-0.000088,20:28:06
0.000407,20:28:07
0.000466,20:28:08
-0.000026,20:28:10
0.000152,20:28:11
-0.000067,20:28:12
0.000531,20:28:13
0.000471,20:28:14
-0.000045,20:28:15
0.000519,20:28:16
0.000370,20:28:17
-0.000101,20:28:18
0.000135,20:28:19
0.000092,20:28:21
0.000350,20:28:22
0.001034,20:28:23
0.000504,20:28:24
0.000975,20:28:25
0.000479,20:28:26
-0.000690,20:28:27
-0.000427,20:28:28
-0.000687,20:28:29
0.000228,20:28:31
-0.000055,20:28:32
-0.000605,20:28:33
-0.000645,20:28:34
0.000210,20:28:35
0.000114,20:28:36
-0.000151,20:28:37
0.000124,20:28:38
0.000098,20:28:39
0.000018,20:28:41
0.000351,20:28:42
0.000196,20:28:43
-0.000207,20:28:44
0.000621,20:28:45
0.000209,20:28:46
-0.000264,20:28:47
0.000616,20:28:48
-0.000079,20:28:49
0.000455,20:28:51
0.000000,20:28:52
0.000509,20:28:53
0.000277,20:28:54
0.000248,20:28:55
0.000345,20:28:56
0.000788,20:28:57
0.000412,20:28:58
0.000053,20:28:59
-0.000733,20:29:01
-0.000579,20:29:02
-0.000755,20:29:03
-0.000272,20:29:04
0.000238,20:29:05
-0.000170,20:29:06
-0.000435,20:29:07
-0.000479,20:29:08
0.000375,20:29:09
0.000144,20:29:11
-0.000449,20:29:12
-0.000244,20:29:13
-0.000407,20:29:14
0.000420,20:29:15
0.000177,20:29:16
0.000535,20:29:17
0.000356,20:29:18
0.000219,20:29:19
0.000026,20:29:20
0.000744,20:29:22
0.000390,20:29:23
0.000375,20:29:24
0.000106,20:29:25
0.000793,20:29:26
0.000541,20:29:27
0.000332,20:29:28
0.000245,20:29:29
0.001048,20:29:30
-0.000376,20:29:32
-0.000778,20:29:33
0.000205,20:29:34
0.000248,20:29:35
-0.000079,20:29:36
0.000009,20:29:37
-0.000151,20:29:38
-0.000295,20:29:39
0.000255,20:29:40
-0.000130,20:29:42
0.000519,20:29:43
0.000324,20:29:44
-0.000215,20:29:45
0.000423,20:29:46
0.000198,20:29:47
-0.000264,20:29:48
0.000447,20:29:49
0.000657,20:29:50
0.000143,20:29:52
0.000474,20:29:53
-0.000047,20:29:54
0.000806,20:29:55
0.000201,20:29:56
0.000723,20:29:57
0.000580,20:29:58
0.000338,20:29:59
0.000314,20:30:00
0.000099,20:30:02
0.000472,20:30:03
0.000794,20:30:04
-0.000421,20:30:05
0.000077,20:30:06
-0.000142,20:30:07
-0.000478,20:30:08
-0.000420,20:30:09
0.000075,20:30:10
-0.000487,20:30:12
-0.000517,20:30:13
0.000042,20:30:14
-0.000142,20:30:15
0.000335,20:30:16
-0.000301,20:30:17
-0.000270,20:30:18
-0.000306,20:30:19
0.000377,20:30:20
-0.000088,20:30:22
0.000178,20:30:23
0.000309,20:30:24
0.000320,20:30:25
0.000536,20:30:26
0.000094,20:30:27
0.000129,20:30:28
0.000650,20:30:29
0.000754,20:30:30
0.000471,20:30:31
0.000603,20:30:33
0.000758,20:30:34
0.000921,20:30:35
0.000247,20:30:36
-0.000472,20:30:37
-0.000395,20:30:38
-0.000065,20:30:39
-0.000576,20:30:40
0.000021,20:30:41
-0.000448,20:30:43
0.000060,20:30:44
0.000378,20:30:45
0.000269,20:30:46
-0.000114,20:30:47
-0.000431,20:30:48
0.000564,20:30:49
0.000192,20:30:50
0.000433,20:30:51
-0.000240,20:30:53
0.000244,20:30:54
-0.000249,20:30:55
0.000664,20:30:56
0.000520,20:30:57
-0.000085,20:30:58
0.000603,20:30:59
0.000396,20:31:00
0.000919,20:31:01
0.000557,20:31:03
0.000080,20:31:04
0.000545,20:31:05
0.000451,20:31:06
0.000293,20:31:07
0.000217,20:31:08
0.001142,20:31:09
-0.000401,20:31:10
-0.000203,20:31:11
-0.000492,20:31:13
-0.000273,20:31:14
0.000360,20:31:15
0.000069,20:31:16
-0.000272,20:31:17
0.000053,20:31:18
-0.000449,20:31:19
0.000048,20:31:20
-0.000409,20:31:21
-0.000315,20:31:23
-0.000037,20:31:24
0.000343,20:31:25
-0.000190,20:31:26
0.000560,20:31:27
0.000210,20:31:28
0.000475,20:31:29
0.000255,20:31:30
-0.000101,20:31:31
0.000407,20:31:32
0.000227,20:31:34
0.000311,20:31:35
0.000646,20:31:36
0.000074,20:31:37
0.000947,20:31:38
0.000599,20:31:39
0.000920,20:31:40
0.000134,20:31:41
-0.000549,20:31:42
-0.000780,20:31:44
0.000014,20:31:45
-0.000490,20:31:46
-0.000224,20:31:47
-0.000209,20:31:48
0.000170,20:31:49
-0.000283,20:31:50
0.000173,20:31:51
0.000376,20:31:52
0.000432,20:31:54
0.000310,20:31:55
-0.000091,20:31:56
0.000329,20:31:57
-0.000279,20:31:58
0.000421,20:31:59
0.000052,20:32:00
0.000514,20:32:01
0.000255,20:32:02
0.000777,20:32:04
0.000391,20:32:05
0.000028,20:32:06
0.000389,20:32:07
-0.000001,20:32:08
0.000611,20:32:09
0.000892,20:32:10
0.000612,20:32:11
0.000299,20:32:12
0.000860,20:32:14
-0.000012,20:32:15
-0.000318,20:32:16
-0.000244,20:32:17
-0.000752,20:32:18
-0.000523,20:32:19
-0.000138,20:32:20
-0.000515,20:32:21
-0.000068,20:32:22
0.000193,20:32:24
-0.000430,20:32:25
-0.000223,20:32:26
-0.000397,20:32:27
0.000173,20:32:28
-0.000380,20:32:29
0.000072,20:32:30
0.000141,20:32:31
0.000445,20:32:32
0.000609,20:32:34
0.000024,20:32:35
0.000560,20:32:36
0.000122,20:32:37
0.000306,20:32:38
0.000013,20:32:39
-0.000123,20:32:40
0.000910,20:32:41
0.000127,20:32:42
0.001037,20:32:43
0.000966,20:32:45
0.001123,20:32:46
0.000941,20:32:47
-0.000400,20:32:48
0.000078,20:32:49
-0.000113,20:32:50
-0.000576,20:32:51
-0.000139,20:32:52
0.000261,20:32:53
-0.000441,20:32:55
0.000182,20:32:56
-0.000233,20:32:57
0.000473,20:32:58
0.000035,20:32:59
-0.000222,20:33:00
0.000420,20:33:01
-0.000128,20:33:02
0.000296,20:33:03
-0.000094,20:33:05
0.000467,20:33:06
0.000390,20:33:07
0.000523,20:33:08
0.000645,20:33:09
0.000154,20:33:10
0.000783,20:33:11
0.000279,20:33:12
0.000606,20:33:13
0.000635,20:33:15
0.000348,20:33:16
0.001038,20:33:17
0.000268,20:33:18
0.000509,20:33:19
0.000063,20:33:20
0.000093,20:33:21
-0.000229,20:33:22
0.000187,20:33:23
0.000123,20:33:25
-0.000095,20:33:26
-0.000293,20:33:27
-0.000341,20:33:28
-0.000077,20:33:29
-0.000209,20:33:30
-0.000507,20:33:31
0.000163,20:33:32
0.000024,20:33:33
-0.000074,20:33:35
-0.000295,20:33:36
-0.000047,20:33:37
-0.000073,20:33:38
0.000477,20:33:39
0.000570,20:33:40
-0.000007,20:33:41
0.000207,20:33:42
-0.000066,20:33:43
0.000040,20:33:45
0.000097,20:33:46
0.000495,20:33:47
0.000126,20:33:48
0.000983,20:33:49
0.000144,20:33:50
0.000762,20:33:51
0.000675,20:33:52
0.000106,20:33:53
-0.000283,20:33:54
-0.000130,20:33:56
-0.000662,20:33:57
-0.000110,20:33:58
0.000100,20:33:59
-0.000092,20:34:00
-0.000422,20:34:01
0.000236,20:34:02
-0.000180,20:34:03
-0.000182,20:34:04
-0.000136,20:34:06
0.000559,20:34:07
0.000541,20:34:08
0.000336,20:34:09
0.000158,20:34:10
0.000487,20:34:11
0.000131,20:34:12
0.000600,20:34:13
0.000257,20:34:14
0.000555,20:34:16
0.000881,20:34:17
0.000635,20:34:18
0.000769,20:34:19
0.000493,20:34:20
0.000461,20:34:21
0.000340,20:34:22
0.000836,20:34:23
0.000629,20:34:24
0.000166,20:34:26
0.000096,20:34:27
-0.000531,20:34:28
-0.000706,20:34:29
-0.000130,20:34:30
-0.000647,20:34:31
0.000267,20:34:32
0.000323,20:34:33
-0.000070,20:34:34
0.000318,20:34:36
0.000264,20:34:37
0.000017,20:34:38
0.000454,20:34:39
-0.000298,20:34:40
0.000424,20:34:41
-0.000222,20:34:42
0.000566,20:34:43
0.000354,20:34:44
0.000732,20:34:46
-0.000183,20:34:47
0.000396,20:34:48
0.000413,20:34:49
0.000515,20:34:50
0.000336,20:34:51
0.000360,20:34:52
0.000093,20:34:53
0.000887,20:34:54
0.000514,20:34:55
0.000622,20:34:57
0.000842,20:34:58
-0.000240,20:34:59
-0.000475,20:35:00
0.000196,20:35:01
-0.000062,20:35:02
0.000265,20:35:03
0.000284,20:35:04
0.000136,20:35:05
-0.000484,20:35:07
-0.000198,20:35:08
-0.000002,20:35:09
0.000189,20:35:10
-0.000336,20:35:11
-0.000245,20:35:12
0.000518,20:35:13
0.000403,20:35:14
-0.000321,20:35:15
0.000274,20:35:17
0.000675,20:35:18
-0.000113,20:35:19
0.000237,20:35:20
0.000754,20:35:21
0.000182,20:35:22
0.000855,20:35:23
0.000507,20:35:24
0.000431,20:35:25
0.000507,20:35:27
0.000274,20:35:28
0.000532,20:35:29
0.001007,20:35:30
-0.000563,20:35:31
0.000134,20:35:32
-0.000774,20:35:33
0.000155,20:35:34
-0.000430,20:35:35
0.000134,20:35:37
-0.000539,20:35:38
-0.000290,20:35:39
-0.000024,20:35:40
0.000193,20:35:41
0.000332,20:35:42
-0.000025,20:35:43
0.000435,20:35:44
-0.000115,20:35:45
0.000307,20:35:47
0.000375,20:35:48
0.000104,20:35:49
-0.000351,20:35:50
0.000386,20:35:51
-0.000175,20:35:52
0.000654,20:35:53
0.000798,20:35:54
0.000773,20:35:55
0.000760,20:35:57
0.000375,20:35:58
0.000975,20:35:59
0.000345,20:36:00
0.000822,20:36:01
0.001049,20:36:02
0.000374,20:36:03
0.000003,20:36:04
0.000187,20:36:05
-0.000357,20:36:06
-0.000574,20:36:08
0.000078,20:36:09
-0.000096,20:36:10
0.000230,20:36:11
-0.000123,20:36:12
-0.000037,20:36:13
-0.000498,20:36:14
-0.000050,20:36:15
0.000460,20:36:16
0.000315,20:36:18
0.000579,20:36:19
0.000524,20:36:20
0.000213,20:36:21
0.000584,20:36:22
-0.000227,20:36:23
0.000667,20:36:24
0.000334,20:36:25
0.000825,20:36:26
0.000128,20:36:28
0.000362,20:36:29
0.000053,20:36:30
0.000545,20:36:31
0.000342,20:36:32
0.000928,20:36:33
0.000498,20:36:34
0.000786,20:36:35
0.000559,20:36:36
-0.000727,20:36:38
-0.000458,20:36:39
0.000278,20:36:40
-0.000011,20:36:41
-0.000026,20:36:42
-0.000268,20:36:43
-0.000547,20:36:44
0.000180,20:36:45
-0.000258,20:36:46
0.000339,20:36:48
0.000069,20:36:49
0.000367,20:36:50
-0.000315,20:36:51
0.000531,20:36:52
0.000421,20:36:53
0.000453,20:36:54
0.000709,20:36:55
0.000182,20:36:56
0.000750,20:36:58
0.000315,20:36:59
0.000659,20:37:00
0.000385,20:37:01
0.000288,20:37:02
0.000437,20:37:03
0.000920,20:37:04
0.000232,20:37:05
0.001114,20:37:06
0.000388,20:37:08
0.000550,20:37:09
-0.000516,20:37:10
-0.000345,20:37:11
-0.000583,20:37:12
0.000104,20:37:13
0.000010,20:37:14
-0.000084,20:37:15
-0.000407,20:37:16
-0.000052,20:37:17
0.000090,20:37:19
-0.000424,20:37:20
0.000033,20:37:21
-0.000212,20:37:22
0.000341,20:37:23
-0.000211,20:37:24
0.000626,20:37:25
0.000259,20:37:26
0.000483,20:37:27
0.000476,20:37:29
0.000289,20:37:30
0.000139,20:37:31
0.000387,20:37:32
-0.000059,20:37:33
0.000302,20:37:34
0.000261,20:37:35
0.000850,20:37:36
0.000217,20:37:37
0.000883,20:37:39
0.000570,20:37:40
0.000669,20:37:41
-0.000049,20:37:42
-0.000596,20:37:43
0.000165,20:37:44
-0.000168,20:37:45
-0.000558,20:37:46
-0.000084,20:37:47
0.000284,20:37:49
0.000366,20:37:50
-0.000542,20:37:51
-0.000355,20:37:52
-0.000372,20:37:53
-0.000159,20:37:54
0.000090,20:37:55
0.000031,20:37:56
0.000091,20:37:57
0.000169,20:37:59
0.000635,20:38:00
0.000581,20:38:01
0.000339,20:38:02
0.000015,20:38:03
0.000434,20:38:04
0.000778,20:38:05
0.000624,20:38:06
0.000812,20:38:07
0.000803,20:38:09
0.000755,20:38:10
0.001071,20:38:11
0.000775,20:38:12
0.000846,20:38:13
0.000292,20:38:14
-0.000586,20:38:15
-0.000041,20:38:16
-0.000415,20:38:17
-0.000141,20:38:19
0.000281,20:38:20
-0.000404,20:38:21
-0.000106,20:38:22
0.000086,20:38:23
-0.000188,20:38:24
0.000397,20:38:25
0.000058,20:38:26
-0.000067,20:38:27
0.000573,20:38:29
0.000495,20:38:30
0.000257,20:38:31
0.000204,20:38:32
0.000681,20:38:33
0.000195,20:38:34
0.000507,20:38:35
0.000559,20:38:36
-0.000061,20:38:37
0.000198,20:38:38
0.000830,20:38:40
0.000456,20:38:41
0.000886,20:38:42
0.000475,20:38:43
0.000836,20:38:44
0.000390,20:38:45
0.001126,20:38:46
0.000543,20:38:47
0.000177,20:38:48
0.000236,20:38:50
0.000019,20:38:51
-0.000578,20:38:52
0.000217,20:38:53
-0.000031,20:38:54
-0.000241,20:38:55
-0.000437,20:38:56
-0.000463,20:38:57
0.000111,20:38:58
-0.000078,20:39:00
0.000382,20:39:01
0.000368,20:39:02
0.000014,20:39:03
0.000649,20:39:04
0.000465,20:39:05
-0.000127,20:39:06
0.000264,20:39:07
-0.000053,20:39:08
0.000067,20:39:10
0.000680,20:39:11
0.000121,20:39:12
0.000578,20:39:13
0.000971,20:39:14
0.000589,20:39:15
0.000950,20:39:16
0.000647,20:39:17
0.000153,20:39:18
0.000178,20:39:20
-0.000217,20:39:21
-0.000515,20:39:22
-0.000577,20:39:23
-0.000321,20:39:24
-0.000369,20:39:25
-0.000157,20:39:26
0.000313,20:39:27
0.000212,20:39:28
-0.000410,20:39:30
-0.000422,20:39:31
0.000234,20:39:32
-0.000187,20:39:33
0.000453,20:39:34
0.000028,20:39:35
-0.000209,20:39:36
-0.000056,20:39:37
0.000091,20:39:38
0.000701,20:39:40
-0.000217,20:39:41
0.000361,20:39:42
-0.000065,20:39:43
-0.000044,20:39:44
0.000814,20:39:45
0.000833,20:39:46
0.001018,20:39:47
0.000941,20:39:48
0.000482,20:39:49
0.001093,20:39:51
0.000970,20:39:52
0.000194,20:39:53
-0.000224,20:39:54
-0.000529,20:39:55
0.000136,20:39:56
-0.000235,20:39:57
0.000162,20:39:58
-0.000175,20:39:59
-0.000457,20:40:01
-0.000394,20:40:02
0.000140,20:40:03
-0.000443,20:40:04
0.000520,20:40:05
-0.000072,20:40:06
-0.000172,20:40:07
-0.000398,20:40:08
-0.000106,20:40:09
-0.000083,20:40:11
0.000349,20:40:12
-0.000216,20:40:13
0.000277,20:40:14
0.000565,20:40:15
0.000768,20:40:16
0.000773,20:40:17
0.000268,20:40:18
0.000861,20:40:19
0.000010,20:40:21
0.001030,20:40:22
0.000527,20:40:23
0.000974,20:40:24
0.000711,20:40:25
0.000260,20:40:26
-0.000095,20:40:27
0.000130,20:40:28
-0.000048,20:40:29
-0.000360,20:40:31
-0.000558,20:40:32
0.000195,20:40:33
0.000204,20:40:34
-0.000371,20:40:35
0.000267,20:40:36
-0.000503,20:40:37
-0.000057,20:40:38
-0.000053,20:40:39
0.000475,20:40:41
-0.000198,20:40:42
0.000199,20:40:43
0.000521,20:40:44
0.000416,20:40:45
0.000430,20:40:46
0.000282,20:40:47
0.000616,20:40:48
0.000669,20:40:49
0.000018,20:40:50
0.000006,20:40:52
0.000238,20:40:53
0.000933,20:40:54
0.000593,20:40:55
0.000597,20:40:56
0.000358,20:40:57
0.000493,20:40:58
-0.000353,20:40:59
-0.000647,20:41:00
-0.000564,20:41:02
0.000239,20:41:03
-0.000083,20:41:04
-0.000538,20:41:05
-0.000006,20:41:06
-0.000584,20:41:07
-0.000098,20:41:08
0.000047,20:41:09
0.000283,20:41:10
0.000452,20:41:12
-0.000356,20:41:13
0.000043,20:41:14
0.000132,20:41:15
0.000252,20:41:16
0.000745,20:41:17
0.000571,20:41:18
0.000723,20:41:19
0.000126,20:41:20
0.000436,20:41:22
0.000596,20:41:23
0.000289,20:41:24
0.000769,20:41:25
0.000840,20:41:26
0.000671,20:41:27
0.000858,20:41:28
0.000892,20:41:29
0.000920,20:41:30
-0.000664,20:41:32
0.000159,20:41:33
-0.000514,20:41:34
-0.000465,20:41:35
-0.000360,20:41:36
-0.000542,20:41:37
-0.000354,20:41:38
0.000283,20:41:39
-0.000348,20:41:40
-0.000196,20:41:42
-0.000358,20:41:43
-0.000263,20:41:44
-0.000331,20:41:45
0.000343,20:41:46
0.000323,20:41:47
0.000364,20:41:48
0.000651,20:41:49
0.000663,20:41:50
0.000245,20:41:52
0.000530,20:41:53
0.000409,20:41:54
0.000223,20:41:55
0.000545,20:41:56
0.000785,20:41:57
-0.000044,20:41:58
0.000120,20:41:59
0.000223,20:42:00
0.000715,20:42:01
0.000111,20:42:03
0.000659,20:42:04
0.000074,20:42:05
-0.000049,20:42:06
-0.000448,20:42:07
-0.000673,20:42:08
-0.000475,20:42:09
-0.000132,20:42:10
-0.000296,20:42:11
-0.000126,20:42:13
-0.000423,20:42:14
-0.000236,20:42:15
-0.000035,20:42:16
0.000286,20:42:17
0.000310,20:42:18
0.000121,20:42:19
-0.000337,20:42:20
0.000074,20:42:21
0.000334,20:42:23
-0.000158,20:42:24
0.000403,20:42:25
0.000510,20:42:26
0.000238,20:42:27
0.000661,20:42:28
0.000267,20:42:29
0.000427,20:42:30
0.000611,20:42:31
0.000710,20:42:33
0.000171,20:42:34
0.000064,20:42:35
0.000530,20:42:36
0.000991,20:42:37
-0.000016,20:42:38
-0.000339,20:42:39
-0.000561,20:42:40
0.000129,20:42:41
0.000084,20:42:43
-0.000214,20:42:44
-0.000223,20:42:45
-0.000258,20:42:46
0.000327,20:42:47
-0.000487,20:42:48
0.000211,20:42:49
-0.000146,20:42:50
0.000306,20:42:51
-0.000006,20:42:53
0.000421,20:42:54
-0.000227,20:42:55
-0.000085,20:42:56
0.000141,20:42:57
0.000527,20:42:58
0.000462,20:42:59
0.000834,20:43:00
0.000267,20:43:01
0.000866,20:43:03
0.000269,20:43:04
0.000896,20:43:05
0.000199,20:43:06
0.000726,20:43:07
0.000277,20:43:08
0.000625,20:43:09
0.000748,20:43:10
0.000093,20:43:11
0.000177,20:43:12
0.000192,20:43:14
-0.000164,20:43:15
0.000268,20:43:16
0.000304,20:43:17
-0.000387,20:43:18
0.000396,20:43:19
-0.000404,20:43:20
0.000143,20:43:21
-0.000199,20:43:22
0.000079,20:43:24
0.000601,20:43:25
0.000266,20:43:26
0.000252,20:43:27
-0.000013,20:43:28
-0.000107,20:43:29
0.000509,20:43:30
0.000246,20:43:31
0.000627,20:43:32
0.000069,20:43:34
-0.000048,20:43:35
0.000741,20:43:36
0.000454,20:43:37
0.000339,20:43:38
0.000335,20:43:39
0.000974,20:43:40
0.000820,20:43:41
0.000474,20:43:42
-0.000002,20:43:44
-0.000502,20:43:45
-0.000102,20:43:46
-0.000357,20:43:47
-0.000227,20:43:48
0.000222,20:43:49
-0.000424,20:43:50
-0.000098,20:43:51
0.000348,20:43:52
0.000412,20:43:54
-0.000126,20:43:55
0.000208,20:43:56
-0.000061,20:43:57
0.000088,20:43:58
-0.000057,20:43:59
0.000695,20:44:00
-0.000292,20:44:01
0.000124,20:44:02
0.000448,20:44:04
0.000551,20:44:05
0.000619,20:44:06
0.000489,20:44:07
0.000162,20:44:08
0.000474,20:44:09
0.000924,20:44:10
0.000365,20:44:11
0.000593,20:44:12
0.000802,20:44:14
0.000261,20:44:15
0.000724,20:44:16
-0.000716,20:44:17
-0.000238,20:44:18
0.000098,20:44:19
-0.000350,20:44:20
-0.000560,20:44:21
-0.000503,20:44:22
0.000138,20:44:23
0.000338,20:44:25
0.000293,20:44:26
0.000244,20:44:27
0.000117,20:44:28
0.000082,20:44:29
-0.000335,20:44:30
0.000442,20:44:31
-0.000031,20:44:32
-0.000209,20:44:33
0.000296,20:44:35
0.000619,20:44:36
0.000449,20:44:37
0.000070,20:44:38
0.000295,20:44:39
0.000153,20:44:40
0.000036,20:44:41
0.000862,20:44:42
0.000241,20:44:43
0.001005,20:44:45
0.000901,20:44:46
0.001137,20:44:47
0.000467,20:44:48
0.001189,20:44:49
-0.000417,20:44:50
-0.000450,20:44:51
-0.000571,20:44:52
0.000068,20:44:53
-0.000474,20:44:55
0.000040,20:44:56
0.000029,20:44:57
0.000008,20:44:58
-0.000306,20:44:59
0.000281,20:45:00
0.000473,20:45:01
0.000297,20:45:02
0.000098,20:45:03
-0.000054,20:45:05
0.000489,20:45:06
0.000299,20:45:07
0.000100,20:45:08
0.000282,20:45:09
0.000183,20:45:10
-0.000089,20:45:11
0.000612,20:45:12
0.000353,20:45:13
0.000362,20:45:15
0.000037,20:45:16
0.000671,20:45:17
0.000630,20:45:18
0.000799,20:45:19
0.000234,20:45:20
0.000901,20:45:21
0.000356,20:45:22
-0.000585,20:45:23
-0.000303,20:45:25
-0.000194,20:45:26
-0.000360,20:45:27
-0.000293,20:45:28
0.000114,20:45:29
-0.000380,20:45:30
-0.000448,20:45:31
-0.000439,20:45:32
0.000294,20:45:33
-0.000281,20:45:34
-0.000150,20:45:36
0.000366,20:45:37
0.000055,20:45:38
0.000360,20:45:39
-0.000028,20:45:40
0.000431,20:45:41
0.000048,20:45:42
0.000489,20:45:43
0.000157,20:45:44
0.000862,20:45:46
0.000293,20:45:47
0.000334,20:45:48
0.000173,20:45:49
0.000324,20:45:50
0.000810,20:45:51
0.000964,20:45:52
0.000406,20:45:53
0.000269,20:45:54
0.000223,20:45:56
-0.000590,20:45:57
-0.000109,20:45:58
-0.000258,20:45:59
-0.000319,20:46:00
0.000404,20:46:01
0.000202,20:46:02
0.000129,20:46:03
-0.000311,20:46:04
-0.000302,20:46:06
0.000536,20:46:07
-0.000154,20:46:08
-0.000221,20:46:09
0.000567,20:46:10
0.000681,20:46:11
0.000531,20:46:12
0.000328,20:46:13
0.000004,20:46:14
0.000012,20:46:16
0.000539,20:46:17
-0.000006,20:46:18
0.000150,20:46:19
-0.000005,20:46:20
