Offset,Time
-0.023,16:44:39.585813
+0.002,16:44:40.628111
-0.031,16:44:41.733601
+0.002,16:44:42.775167
+0.002,16:44:43.818033
+0.001,16:44:44.859815
+0.002,16:44:45.898606
+0.002,16:44:46.940918
+0.001,16:44:47.980562
-0.033,16:44:49.101541
+0.001,16:44:50.143904
+0.001,16:44:51.181754
-0.001,16:44:52.226679
+0.001,16:44:53.265176
+0.001,16:44:54.302766
+0.002,16:44:55.336458
+0.001,16:44:56.374679
+0.001,16:44:57.412576
-0.036,16:44:58.527253
+0.002,16:44:59.563445
+0.002,16:45:00.601539
+0.001,16:45:01.637547
+0.001,16:45:02.679825
+0.000,16:45:03.719166
+0.001,16:45:04.758863
+0.002,16:45:05.799525
+0.000,16:45:06.838066
+0.043,16:45:07.963256
+0.002,16:45:09.001270
+0.001,16:45:10.036290
+0.002,16:45:11.080233
+0.001,16:45:12.116770
+0.002,16:45:13.156817
+0.002,16:45:14.197566
+0.002,16:45:15.230305
-0.039,16:45:16.346488
+0.003,16:45:17.388320
+0.003,16:45:18.424903
+0.002,16:45:19.465403
+0.002,16:45:20.502399
+0.003,16:45:21.540987
+0.002,16:45:22.585078
-0.046,16:45:23.718672
+0.001,16:45:24.756837
-0.020,16:45:25.870429
+0.003,16:45:26.907906
+0.002,16:45:27.947165
+0.002,16:45:28.983502
+0.002,16:45:30.022608
+0.002,16:45:31.062724
+0.001,16:45:32.106820
+0.000,16:45:33.144897
+0.001,16:45:34.183585
+0.002,16:45:35.222650
+0.002,16:45:36.261935
+0.002,16:45:37.301251
+0.001,16:45:38.343490
+0.000,16:45:39.387579
+0.001,16:45:40.428678
-0.028,16:45:41.536829
+0.004,16:45:42.582581
-0.020,16:45:43.688822
+0.001,16:45:44.728324
+0.003,16:45:45.764091
+0.003,16:45:46.803067
+0.002,16:45:47.845210
+0.002,16:45:48.885941
+0.002,16:45:49.926791
-0.042,16:45:51.058276
+0.005,16:45:52.105398
+0.004,16:45:53.208713
+0.003,16:45:54.249394
+0.045,16:45:55.376391
+0.001,16:45:56.415277
-0.020,16:45:57.512349
+0.001,16:45:58.550188
-0.029,16:45:59.660183
+0.001,16:46:00.704013
+0.002,16:46:01.743193
+0.001,16:46:02.785570
+0.002,16:46:03.825075
+0.003,16:46:04.874301
+0.002,16:46:05.908937
-0.042,16:46:07.033898
+0.002,16:46:08.070816
+0.001,16:46:09.112732
+0.003,16:46:10.150572
-0.010,16:46:11.233412
+0.002,16:46:12.276634
+0.003,16:46:13.321913
+0.003,16:46:14.363848
-0.002,16:46:15.431399
+0.002,16:46:16.474522
+0.003,16:46:17.515715
+0.001,16:46:18.557617
+0.024,16:46:19.641851
+0.004,16:46:20.691837
+0.003,16:46:21.732975
+0.003,16:46:22.772464
-0.000,16:46:23.832346
+0.002,16:46:24.877020
-0.027,16:46:25.978399
+0.002,16:46:27.021095
+0.002,16:46:28.063914
+0.002,16:46:29.106587
+0.002,16:46:30.151300
+0.002,16:46:31.199431
-0.041,16:46:32.329625
+0.001,16:46:33.376699
+0.003,16:46:34.461189
+0.001,16:46:35.504657
+0.002,16:46:36.542935
+0.002,16:46:37.581142
+0.002,16:46:38.621209
+0.002,16:46:39.657469
+0.003,16:46:40.714616
+0.002,16:46:41.757489
+0.003,16:46:42.800185
+0.003,16:46:43.850619
+0.002,16:46:44.893143
+0.001,16:46:45.933960
+0.003,16:46:46.981778
-0.016,16:46:48.097500
+0.003,16:46:49.141777
+0.003,16:46:50.182180
+0.001,16:46:51.232477
+0.002,16:46:52.277421
+0.001,16:46:53.318696
+0.003,16:46:54.357504
-0.016,16:46:55.469166
+0.003,16:46:56.521767
+0.003,16:46:57.565164
+0.003,16:46:58.605317
+0.002,16:46:59.649009
+0.002,16:47:00.694157
-0.023,16:47:01.821810
+0.003,16:47:02.867657
+0.002,16:47:03.913054
+0.002,16:47:04.959175
+0.014,16:47:06.026525
+0.001,16:47:07.067034
+0.001,16:47:08.115107
+0.001,16:47:09.155077
-0.006,16:47:10.213866
+0.002,16:47:11.252836
-0.027,16:47:12.367272
+0.002,16:47:13.408830
+0.037,16:47:14.525529
+0.001,16:47:15.564721
+0.003,16:47:16.610601
+0.002,16:47:17.651307
+0.002,16:47:18.691788
+0.001,16:47:19.736646
+0.000,16:47:20.779624
-0.020,16:47:21.888658
+0.004,16:47:22.936158
+0.005,16:47:23.984549
+0.002,16:47:25.025251
+0.002,16:47:26.068250
+0.003,16:47:27.113016
+0.050,16:47:28.254325
+0.022,16:47:29.350056
+0.061,16:47:30.525642
+0.003,16:47:31.570383
+0.027,16:47:32.656844
+0.002,16:47:33.695827
+0.004,16:47:34.749331
+0.002,16:47:35.789133
+0.002,16:47:36.832464
-0.043,16:47:37.965003
+0.001,16:47:39.009236
-0.027,16:47:40.114783
+0.002,16:47:41.157852
-0.028,16:47:42.266641
+0.002,16:47:43.312540
+0.002,16:47:44.351825
+0.002,16:47:45.396828
+0.018,16:47:46.467610
+0.002,16:47:47.506987
-0.032,16:47:48.619432
+0.003,16:47:49.664526
+0.002,16:47:50.714437
+0.002,16:47:51.754739
+0.001,16:47:52.792899
+0.002,16:47:53.834601
+0.003,16:47:54.881498
-0.009,16:47:55.961758
+0.002,16:47:57.005298
+0.001,16:47:58.048129
+0.004,16:47:59.090927
+0.003,16:48:00.132506
+0.002,16:48:01.176219
+0.004,16:48:02.217920
+0.003,16:48:03.257432
-0.041,16:48:04.384650
+0.002,16:48:05.434780
+0.036,16:48:06.544387
+0.003,16:48:07.587522
+0.001,16:48:08.633419
+0.002,16:48:09.671392
+0.002,16:48:10.714190
+0.003,16:48:11.757192
+0.002,16:48:12.797481
-0.030,16:48:13.903580
+0.002,16:48:14.941752
+0.026,16:48:16.058869
+0.001,16:48:17.103957
-0.008,16:48:18.208111
+0.002,16:48:19.248255
+0.002,16:48:20.290850
+0.003,16:48:21.332102
+0.002,16:48:22.373146
+0.002,16:48:23.414297
+0.003,16:48:24.457794
-0.037,16:48:25.585487
+0.001,16:48:26.639510
-0.008,16:48:27.734647
+0.003,16:48:28.774782
+0.003,16:48:29.816996
+0.002,16:48:30.857889
+0.002,16:48:31.913126
-0.045,16:48:33.057434
+0.004,16:48:34.119947
+0.004,16:48:35.165829
+0.003,16:48:36.206862
+0.004,16:48:37.248330
-0.043,16:48:38.382036
+0.004,16:48:39.425699
+0.005,16:48:40.467511
+0.003,16:48:41.512700
-0.003,16:48:42.580079
+0.003,16:48:43.621801
+0.002,16:48:44.664696
+0.002,16:48:45.705693
+0.001,16:48:46.743808
+0.002,16:48:47.784344
+0.003,16:48:48.828026
-0.040,16:48:49.951463
+0.002,16:48:50.992070
+0.002,16:48:52.033515
+0.001,16:48:53.080434
+0.003,16:48:54.125870
+0.002,16:48:55.164202
-0.046,16:48:56.302150
+0.003,16:48:57.340709
+0.002,16:48:58.383440
+0.003,16:48:59.426914
-0.006,16:49:00.501385
+0.004,16:49:01.541315
+0.002,16:49:02.583151
+0.002,16:49:03.626700
-0.011,16:49:04.698300
+0.004,16:49:05.737707
+0.003,16:49:06.776010
+0.002,16:49:07.819176
+0.003,16:49:08.860880
+0.002,16:49:09.898274
+0.012,16:49:10.953929
+0.003,16:49:11.994019
+0.005,16:49:13.031625
+0.002,16:49:14.075682
+0.003,16:49:15.115642
+0.002,16:49:16.153373
+0.003,16:49:17.196428
-0.021,16:49:18.321981
+0.000,16:49:19.364652
+0.002,16:49:20.407169
+0.003,16:49:21.453999
+0.002,16:49:22.497104
+0.002,16:49:23.537093
+0.002,16:49:24.573920
+0.002,16:49:25.623093
+0.002,16:49:26.665136
+0.004,16:49:27.704431
+0.002,16:49:28.744397
-0.043,16:49:29.889820
+0.001,16:49:30.940820
+0.033,16:49:32.053810
+0.002,16:49:33.097893
+0.004,16:49:34.144878
+0.004,16:49:35.185942
+0.003,16:49:36.224542
+0.002,16:49:37.263768
+0.003,16:49:38.304874
-0.003,16:49:39.357728
+0.025,16:49:40.448319
+0.003,16:49:41.492203
+0.004,16:49:42.534331
+0.002,16:49:43.574840
+0.000,16:49:44.622364
+0.002,16:49:45.669915
-0.028,16:49:46.785617
+0.004,16:49:47.827212
+0.002,16:49:48.868495
+0.002,16:49:49.923053
-0.000,16:49:50.968337
-0.048,16:49:52.110880
-0.008,16:49:53.177423
+0.000,16:49:54.220262
+0.003,16:49:55.260614
+0.002,16:49:56.302272
-0.044,16:49:57.434889
+0.002,16:49:58.472459
+0.002,16:49:59.514404
+0.002,16:50:00.554653
+0.001,16:50:01.599067
+0.004,16:50:02.640977
+0.003,16:50:03.684844
-0.040,16:50:04.807630
+0.003,16:50:05.851451
+0.004,16:50:06.897196
+0.002,16:50:07.936951
+0.004,16:50:08.980518
+0.003,16:50:10.021321
+0.003,16:50:11.058774
+0.003,16:50:12.099031
-0.029,16:50:13.209092
+0.003,16:50:14.253555
+0.004,16:50:15.296493
+0.002,16:50:16.337559
+0.004,16:50:17.380827
+0.005,16:50:18.424595
+0.003,16:50:19.467185
-0.006,16:50:20.581517
+0.003,16:50:21.631372
+0.003,16:50:22.676790
+0.002,16:50:23.717708
+0.003,16:50:24.777289
+0.003,16:50:25.816872
+0.002,16:50:26.856398
+0.004,16:50:27.899748
-0.016,16:50:28.975278
+0.002,16:50:30.018674
+0.002,16:50:31.062725
+0.003,16:50:32.099752
+0.003,16:50:33.143636
+0.002,16:50:34.187266
+0.003,16:50:35.227474
+0.003,16:50:36.267746
+0.002,16:50:37.304925
+0.000,16:50:38.347668
+0.003,16:50:39.416694
-0.033,16:50:40.547750
+0.002,16:50:41.586693
+0.003,16:50:42.626328
+0.003,16:50:43.672107
-0.012,16:50:44.747739
+0.002,16:50:45.794487
+0.003,16:50:46.835015
+0.003,16:50:47.877146
+0.003,16:50:48.921045
+0.003,16:50:49.977602
+0.003,16:50:51.021521
+0.002,16:50:52.059356
-0.018,16:50:53.140503
+0.001,16:50:54.193797
+0.002,16:50:55.235439
+0.002,16:50:56.274407
-0.006,16:50:57.341400
-0.001,16:50:58.385056
+0.002,16:50:59.422523
+0.002,16:51:00.476915
-0.004,16:51:01.523162
+0.002,16:51:02.562132
+0.003,16:51:03.610399
+0.002,16:51:04.647162
+0.003,16:51:05.705337
+0.001,16:51:06.746924
+0.005,16:51:07.789734
+0.002,16:51:08.834203
+0.001,16:51:09.876126
+0.002,16:51:10.916590
-0.012,16:51:11.980712
-0.043,16:51:13.109100
+0.002,16:51:14.149066
+0.002,16:51:15.186025
+0.002,16:51:16.231279
+0.002,16:51:17.281941
+0.003,16:51:18.320540
+0.014,16:51:19.382566
+0.002,16:51:20.426947
+0.003,16:51:21.490244
+0.003,16:51:22.530662
+0.003,16:51:23.573547
+0.003,16:51:24.629643
+0.002,16:51:25.678563
+0.002,16:51:26.721310
+0.002,16:51:27.761662
+0.002,16:51:28.805759
+0.002,16:51:29.847619
+0.003,16:51:30.890778
+0.002,16:51:31.928088
+0.001,16:51:32.972768
+0.001,16:51:34.020460
+0.001,16:51:35.061649
+0.001,16:51:36.100957
+0.002,16:51:37.140299
+0.003,16:51:38.176575
+0.002,16:51:39.212202
-0.042,16:51:40.347786
+0.002,16:51:41.387308
+0.002,16:51:42.428666
+0.002,16:51:43.465622
+0.003,16:51:44.514823
+0.001,16:51:45.557263
+0.001,16:51:46.599073
+0.039,16:51:47.719956
+0.002,16:51:48.756776
+0.003,16:51:49.796478
+0.005,16:51:50.843446
+0.021,16:51:51.921832
+0.003,16:51:52.963122
+0.004,16:51:54.001139
+0.002,16:51:55.036548
+0.003,16:51:56.076263
+0.003,16:51:57.117660
+0.002,16:51:58.153930
+0.002,16:51:59.191370
+0.003,16:52:00.232830
+0.001,16:52:01.275316
+0.002,16:52:02.316208
+0.002,16:52:03.360436
+0.001,16:52:04.396144
+0.002,16:52:05.435669
+0.003,16:52:06.479419
-0.000,16:52:07.523795
-0.015,16:52:08.610466
+0.002,16:52:09.649387
+0.002,16:52:10.687684
+0.002,16:52:11.723664
+0.003,16:52:12.761112
+0.003,16:52:13.801752
+0.002,16:52:14.840355
+0.006,16:52:15.895087
+0.002,16:52:16.934848
+0.003,16:52:17.972171
+0.003,16:52:19.010922
-0.003,16:52:20.080672
+0.004,16:52:21.118317
+0.016,16:52:22.179741
+0.002,16:52:23.223215
+0.003,16:52:24.267184
+0.004,16:52:25.311501
+0.005,16:52:26.355800
+0.003,16:52:27.398673
-0.009,16:52:28.476656
+0.005,16:52:29.520028
+0.004,16:52:30.557951
+0.002,16:52:31.615081
+0.002,16:52:32.673600
-0.020,16:52:33.786189
+0.001,16:52:34.827755
+0.003,16:52:35.876965
+0.002,16:52:36.932078
+0.001,16:52:37.977181
+0.002,16:52:39.018070
+0.002,16:52:40.061127
+0.002,16:52:41.099909
+0.002,16:52:42.136649
+0.002,16:52:43.176729
+0.002,16:52:44.219866
+0.002,16:52:45.260276
+0.002,16:52:46.330878
+0.030,16:52:47.435297
+0.002,16:52:48.477351
+0.002,16:52:49.527016
+0.002,16:52:50.566019
+0.005,16:52:51.618739
+0.003,16:52:52.664878
+0.003,16:52:53.709200
+0.003,16:52:54.749753
+0.004,16:52:55.788619
+0.002,16:52:56.827862
+0.004,16:52:57.875461
+0.003,16:52:58.912800
-0.027,16:53:00.016450
+0.003,16:53:01.052554
+0.003,16:53:02.088900
+0.004,16:53:03.128036
-0.019,16:53:04.214997
+0.001,16:53:05.252180
-0.002,16:53:06.366672
+0.003,16:53:07.406684
+0.001,16:53:08.450038
+0.001,16:53:09.497344
+0.002,16:53:10.541847
+0.001,16:53:11.600280
+0.004,16:53:12.645891
+0.003,16:53:13.690308
+0.003,16:53:14.728474
+0.002,16:53:15.771411
+0.001,16:53:16.816855
+0.011,16:53:17.938024
+0.002,16:53:18.978106
+0.002,16:53:20.018844
+0.004,16:53:21.063324
-0.003,16:53:22.134909
+0.002,16:53:23.179828
-0.025,16:53:24.286954
+0.003,16:53:25.330447
+0.002,16:53:26.377439
+0.003,16:53:27.416040
+0.003,16:53:28.460163
+0.004,16:53:29.498634
+0.001,16:53:30.542375
+0.003,16:53:31.576709
+0.003,16:53:32.617644
+0.003,16:53:33.657198
+0.003,16:53:34.696241
+0.004,16:53:35.738048
+0.005,16:53:36.786153
+0.003,16:53:37.824845
-0.024,16:53:38.928268
+0.002,16:53:39.970119
-0.023,16:53:41.079684
+0.001,16:53:42.116370
-0.020,16:53:43.229206
+0.002,16:53:44.269704
-0.034,16:53:45.381193
+0.003,16:53:46.423671
+0.001,16:53:47.463192
+0.002,16:53:48.503222
-0.010,16:53:49.578271
+0.002,16:53:50.619972
+0.002,16:53:51.659750
+0.004,16:53:52.696607
+0.002,16:53:53.737416
+0.002,16:53:54.778281
+0.000,16:53:55.821585
-0.043,16:53:56.952232
+0.003,16:53:58.000443
+0.002,16:53:59.039269
+0.003,16:54:00.089967
+0.002,16:54:01.134029
+0.001,16:54:02.181424
+0.003,16:54:03.220492
+0.002,16:54:04.261435
+0.002,16:54:05.303384
+0.004,16:54:06.345613
+0.001,16:54:07.396474
+0.003,16:54:08.436323
-0.014,16:54:09.546924
-0.001,16:54:10.595793
+0.002,16:54:11.635167
+0.003,16:54:12.685358
no,2017
+0.003,16:54:20.095543
+0.003,16:54:21.139058
+0.003,16:54:22.179515
+0.004,16:54:23.223182
+0.002,16:54:24.272053
+0.002,16:54:25.316386
+0.002,16:54:26.361443
+0.009,16:54:27.467507
+0.002,16:54:28.514617
+0.004,16:54:29.559194
+0.002,16:54:30.614772
+0.000,16:54:31.668004
+0.003,16:54:32.711663
-0.002,16:54:33.768699
+0.004,16:54:34.810485
+0.003,16:54:35.861983
+0.002,16:54:36.904037
+0.003,16:54:37.946934
+0.003,16:54:38.991350
+0.004,16:54:40.031336
+0.001,16:54:41.087804
+0.038,16:54:42.217662
+0.003,16:54:43.261464
+0.002,16:54:44.303921
+0.002,16:54:45.345991
+0.002,16:54:46.384540
+0.002,16:54:47.426624
+0.002,16:54:48.466480
-0.032,16:54:49.583984
+0.003,16:54:50.627178
-0.019,16:54:51.738125
+0.002,16:54:52.779031
+0.003,16:54:53.821220
+0.003,16:54:54.863828
-0.011,16:54:55.935653
+0.004,16:54:56.976833
+0.002,16:54:58.025865
+0.003,16:54:59.066561
+0.004,16:55:00.127964
+0.002,16:55:01.167402
+0.004,16:55:02.209044
+0.002,16:55:03.249169
+0.002,16:55:04.291533
+0.003,16:55:05.335093
+0.005,16:55:06.395219
+0.003,16:55:07.438670
-0.010,16:55:08.509317
+0.003,16:55:09.552546
+0.003,16:55:10.593894
+0.003,16:55:11.636053
+0.002,16:55:12.673217
+0.004,16:55:13.715616
+0.004,16:55:14.754771
+0.002,16:55:15.795960
+0.003,16:55:16.833691
+0.048,16:55:17.967180
+0.003,16:55:19.008366
+0.002,16:55:20.053180
+0.002,16:55:21.089606
-0.006,16:55:22.149444
+0.002,16:55:23.195905
-0.027,16:55:24.299900
+0.002,16:55:25.337781
+0.003,16:55:26.385271
-0.010,16:55:27.455034
+0.002,16:55:28.491141
-0.044,16:55:29.623264
+0.000,16:55:30.670650
-0.002,16:55:31.718871
-0.001,16:55:32.767226
-0.001,16:55:33.814367
-0.044,16:55:34.949025
+0.002,16:55:35.989547
+0.004,16:55:37.030847
+0.004,16:55:38.070016
-0.014,16:55:39.150780
+0.004,16:55:40.192768
+0.003,16:55:41.235930
+0.002,16:55:42.276752
+0.003,16:55:43.317623
+0.004,16:55:44.356641
+0.003,16:55:45.393162
+0.002,16:55:46.430428
+0.003,16:55:47.468809
+0.003,16:55:48.510139
+0.002,16:55:49.550565
+0.003,16:55:50.588770
+0.003,16:55:51.630407
+0.003,16:55:52.670738
-0.028,16:55:53.791386
+0.003,16:55:54.829459
-0.001,16:55:55.873566
+0.001,16:55:56.913991
+0.001,16:55:57.955956
+0.003,16:55:58.996882
+0.003,16:56:00.058360
-0.025,16:56:01.173149
+0.002,16:56:02.212371
+0.002,16:56:03.252530
+0.002,16:56:04.297280
+0.004,16:56:05.345790
+0.003,16:56:06.385723
+0.002,16:56:07.424607
+0.042,16:56:08.543122
+0.004,16:56:09.582386
-0.023,16:56:10.688180
+0.003,16:56:11.729929
+0.003,16:56:12.772912
+0.003,16:56:13.810493
+0.003,16:56:14.850263
+0.003,16:56:15.889424
+0.007,16:56:16.945576
+0.003,16:56:17.989542
+0.004,16:56:19.030103
+0.005,16:56:20.084960
+0.002,16:56:21.131389
-0.026,16:56:22.257855
+0.001,16:56:23.305271
-0.025,16:56:24.409912
+0.004,16:56:25.450900
+0.002,16:56:26.494337
+0.003,16:56:27.531474
+0.003,16:56:28.576344
+0.003,16:56:29.619839
+0.003,16:56:30.688385
+0.003,16:56:31.755932
+0.002,16:56:32.799832
-0.073,16:56:34.036081
-0.041,16:56:35.167166
+0.002,16:56:36.219079
+0.002,16:56:37.281575
+0.002,16:56:38.325326
+0.002,16:56:39.372744
+0.038,16:56:40.512781
+0.003,16:56:41.554230
+0.015,16:56:42.638781
+0.004,16:56:43.680306
+0.003,16:56:44.732323
+0.002,16:56:45.784484
+0.004,16:56:46.847994
-0.020,16:56:47.962493
+0.003,16:56:49.016633
+0.004,16:56:50.085755
+0.002,16:56:51.133539
+0.003,16:56:52.189135
-0.005,16:56:53.285336
+0.003,16:56:54.331974
+0.000,16:56:55.392471
+0.004,16:56:56.437904
+0.003,16:56:57.488936
-0.029,16:56:58.611393
+0.002,16:56:59.661607
+0.003,16:57:00.720246
+0.002,16:57:01.766187
+0.002,16:57:02.811984
-0.031,16:57:03.936116
+0.004,16:57:04.980640
+0.003,16:57:06.020903
+0.001,16:57:07.067346
+0.009,16:57:08.132555
+0.005,16:57:09.176239
+0.002,16:57:10.213256
+0.003,16:57:11.259807
-0.009,16:57:12.332422
+0.003,16:57:13.371477
-0.014,16:57:14.484830
+0.002,16:57:15.525721
+0.004,16:57:16.570245
+0.003,16:57:17.611714
+0.004,16:57:18.655836
+0.004,16:57:19.696383
+0.004,16:57:20.734667
+0.004,16:57:21.775851
+0.004,16:57:22.816416
+0.000,16:57:23.866587
+0.008,16:57:24.926758
+0.004,16:57:25.972272
+0.002,16:57:27.014967
+0.003,16:57:28.057048
-0.008,16:57:29.129025
+0.003,16:57:30.182892
+0.003,16:57:31.233484
+0.005,16:57:32.283686
+0.058,16:57:33.441529
+0.057,16:57:34.593256
+0.002,16:57:35.633534
+0.002,16:57:36.675799
+0.003,16:57:37.714559
+0.001,16:57:38.757907
+0.045,16:57:39.886283
+0.004,16:57:40.925957
-0.027,16:57:42.027798
+0.003,16:57:43.067424
+0.002,16:57:44.110304
+0.002,16:57:45.152180
+0.003,16:57:46.194341
+0.002,16:57:47.239048
+0.004,16:57:48.279707
-0.023,16:57:49.400173
+0.003,16:57:50.441099
-0.023,16:57:51.551277
+0.005,16:57:52.592556
-0.003,16:57:53.648292
+0.004,16:57:54.690713
+0.004,16:57:55.732093
+0.003,16:57:56.771036
+0.003,16:57:57.810106
-0.017,16:57:58.923092
+0.002,16:57:59.975185
-0.025,16:58:01.076360
+0.003,16:58:02.116399
+0.003,16:58:03.158951
+0.002,16:58:04.203347
+0.002,16:58:05.242160
+0.003,16:58:06.284208
+0.003,16:58:07.326042
+0.052,16:58:08.465229
+0.003,16:58:09.508740
+0.002,16:58:10.555703
+0.003,16:58:11.598908
+0.002,16:58:12.645470
-0.038,16:58:13.772631
+0.004,16:58:14.823282
+0.004,16:58:15.872822
+0.002,16:58:16.911683
+0.003,16:58:17.950404
+0.003,16:58:18.990496
-0.044,16:58:20.124893
+0.004,16:58:21.169139
+0.003,16:58:22.210401
+0.004,16:58:23.253967
+0.004,16:58:24.291661
+0.004,16:58:25.332512
+0.005,16:58:26.375011
-0.024,16:58:27.493382
+0.003,16:58:28.532608
+0.006,16:58:29.572871
+0.003,16:58:30.612394
+0.003,16:58:31.653279
+0.002,16:58:32.690518
+0.003,16:58:33.728601
+0.007,16:58:34.782388
-0.001,16:58:35.834538
+0.003,16:58:36.879054
+0.002,16:58:37.924447
+0.003,16:58:38.963465
-0.040,16:58:40.087971
+0.002,16:58:41.133760
+0.042,16:58:42.252220
+0.002,16:58:43.290264
+0.002,16:58:44.329273
+0.003,16:58:45.369087
+0.002,16:58:46.406228
+0.002,16:58:47.442709
+0.003,16:58:48.486802
+0.002,16:58:49.526627
+0.003,16:58:50.566347
